City,Start_Lat,Start_Lon,End_Lat,End_Lon,Route_Length_km,Road_Type,Accident_Count,Incident_Severity,Weather_Risk,Crowd_Level,Risk_Score
Rishikesh,30.064912,78.256431,30.047568,78.330161,7.353,City,3,0,0.578,0.466,0.417
Rishikesh,30.029882,78.235862,30.183403,78.304069,18.288,Hilly,1,0,0.582,0.618,0.348
Rishikesh,30.087536,78.206999,30.095175,78.273127,6.419,City,0,0,0.192,0.399,0.137
Rishikesh,30.046285,78.298486,30.16066,78.204735,15.591,City,0,0,0.364,0.402,0.19
Rishikesh,30.066275,78.252252,30.155511,78.193197,11.434,Rural,1,0,0.239,0.611,0.244
Rishikesh,30.139685,78.260145,30.079548,78.242362,6.902,City,1,0,0.376,0.74,0.311
Rishikesh,30.079954,78.276453,30.071689,78.306422,3.027,Rural,2,1,0.37,0.466,0.304
Rishikesh,30.083527,78.237266,30.088647,78.262195,2.465,City,0,0,0.437,0.879,0.307
Rishikesh,30.068808,78.217671,30.038124,78.311252,9.631,Hilly,2,2,0.446,0.441,0.322
Rishikesh,30.073951,78.295083,30.081217,78.279211,1.728,City,3,0,0.247,0.529,0.33
Rishikesh,30.12769,78.305963,30.095605,78.298955,3.631,City,3,0,0.183,0.769,0.359
Rishikesh,30.012434,78.327936,30.043691,78.222441,10.734,Highway,1,0,0.097,0.529,0.185
Rishikesh,30.143657,78.332065,30.085443,78.285747,7.858,Hilly,2,0,0.215,0.342,0.233
Rishikesh,30.06595,78.263009,30.048065,78.322268,6.04,City,1,1,0.135,0.636,0.218
Rishikesh,30.157957,78.327249,30.10129,78.265467,8.661,City,2,0,0.457,0.505,0.338
Rishikesh,30.099369,78.251705,30.082769,78.308137,5.734,Hilly,0,0,0.12,0.302,0.096
Rishikesh,30.103296,78.240825,30.035505,78.299582,9.423,Highway,3,1,0.339,0.246,0.301
Rishikesh,30.076286,78.247845,30.10579,78.270785,3.954,Hilly,1,0,0.18,1.0,0.304
Rishikesh,30.048244,78.2899,30.141403,78.353683,12.04,Rural,2,1,0.055,0.935,0.304
Rishikesh,30.165316,78.205508,30.081003,78.269648,11.223,Rural,2,0,0.086,0.349,0.196
Rishikesh,30.005373,78.361398,30.076695,78.255145,12.942,Hilly,1,0,0.163,0.732,0.245
Rishikesh,30.104448,78.261461,30.083211,78.238917,3.206,Hilly,0,0,0.233,0.465,0.163
Rishikesh,30.001781,78.329869,30.069008,78.346252,7.64,City,0,0,0.248,0.618,0.198
Rishikesh,30.113653,78.282159,30.055796,78.378095,11.251,Rural,0,0,0.113,0.511,0.136
Rishikesh,30.073771,78.281627,30.136553,78.233521,8.376,City,4,4,0.42,0.479,0.422
Rishikesh,30.064771,78.284582,30.092721,78.280277,3.135,Rural,4,2,0.283,0.528,0.39
Rishikesh,30.130947,78.262842,30.085353,78.292624,5.823,City,0,0,0.074,0.583,0.139
Rishikesh,30.031857,78.206241,30.065628,78.274276,7.549,Rural,3,1,0.357,0.23,0.303
Rishikesh,30.054756,78.268371,30.12771,78.273696,8.128,Hilly,2,0,0.391,0.224,0.262
Rishikesh,30.064662,78.293014,30.132289,78.174718,13.64,Hilly,0,0,0.46,0.455,0.229
Rishikesh,30.112191,78.323213,30.092496,78.229228,9.303,Hilly,2,1,0.451,0.4,0.315
Rishikesh,30.118785,78.261306,30.082368,78.255332,4.09,Hilly,0,0,0.557,0.349,0.237
Rishikesh,30.078945,78.246318,30.035455,78.234724,4.963,City,1,1,0.141,0.654,0.223
Rishikesh,30.141951,78.182031,30.165177,78.240952,6.226,Hilly,2,2,0.148,0.582,0.261
Rishikesh,30.042307,78.331904,30.081763,78.235308,10.279,City,4,4,0.203,0.434,0.348
Rishikesh,30.068588,78.265615,30.091463,78.262319,2.563,Highway,1,0,0.51,0.464,0.296
Rishikesh,30.042572,78.247109,30.087891,78.261812,5.234,City,5,4,0.391,0.447,0.457
Rishikesh,30.086773,78.256744,30.111189,78.297192,4.745,Rural,1,0,0.364,0.872,0.334
Rishikesh,30.027798,78.295637,30.087722,78.28174,6.796,City,1,0,0.254,0.712,0.269
Rishikesh,30.021585,78.31409,30.049631,78.27278,5.054,Rural,4,2,0.224,0.726,0.413
Rishikesh,30.083777,78.258879,30.090801,78.262408,0.852,Highway,0,0,0.203,0.3,0.121
Rishikesh,30.007264,78.239238,30.100036,78.202592,10.902,City,0,0,0.074,0.491,0.12
Rishikesh,30.124998,78.213845,30.03349,78.21043,10.181,Rural,1,1,0.32,0.66,0.278
Rishikesh,30.127027,78.2868,30.07872,78.296634,5.454,Rural,3,2,0.188,0.571,0.321
Rishikesh,30.144191,78.268268,30.075531,78.29932,8.198,Hilly,0,0,0.526,0.509,0.26
Rishikesh,30.011013,78.247226,30.062746,78.240228,5.792,Hilly,6,4,0.327,0.668,0.532
Nainital,29.373022,79.434468,29.465138,79.502829,12.197,Hilly,1,0,0.16,0.353,0.168
Nainital,29.417318,79.537804,29.401464,79.472731,6.545,Highway,0,0,0.277,0.241,0.131
Nainital,29.39817,79.473864,29.339577,79.425074,8.05,City,0,0,0.224,0.476,0.162
Nainital,29.394463,79.464162,29.37194,79.422407,4.758,Hilly,0,0,0.586,0.502,0.276
Nainital,29.399947,79.459973,29.373764,79.458828,2.913,Highway,1,0,0.195,0.216,0.152
Nainital,29.375919,79.478657,29.411125,79.493638,4.175,Hilly,1,0,0.663,0.173,0.284
Nainital,29.367091,79.400303,29.382272,79.467449,6.722,Highway,1,0,0.799,0.701,0.43
Nainital,29.406607,79.492099,29.374969,79.496787,3.547,City,1,0,0.284,0.473,0.23
Nainital,29.404497,79.441644,29.415438,79.419651,2.453,Hilly,0,0,0.511,0.295,0.212
Nainital,29.416095,79.401094,29.350624,79.425603,7.657,Highway,0,0,0.194,0.351,0.128
Nainital,29.377938,79.507497,29.463819,79.519707,9.622,City,1,1,0.196,0.505,0.21
Nainital,29.335794,79.343783,29.388334,79.485164,14.895,Highway,0,0,0.404,0.203,0.162
Nainital,29.39912,79.445264,29.387358,79.4612,2.023,Hilly,1,0,0.233,0.151,0.15
Nainital,29.412472,79.55746,29.355844,79.490761,9.023,City,1,0,0.552,0.683,0.352
Nainital,29.393587,79.419516,29.455184,79.547558,14.167,Rural,1,0,0.326,0.168,0.181
Nainital,29.405243,79.460544,29.320435,79.481356,9.643,Highway,0,0,0.51,0.641,0.281
Nainital,29.391132,79.382824,29.398173,79.39345,1.293,City,0,0,0.498,0.764,0.302
Nainital,29.326734,79.400789,29.36919,79.461033,7.509,Highway,0,0,0.35,0.229,0.151
Nainital,29.395001,79.493975,29.397445,79.444026,4.847,Rural,1,0,0.338,0.503,0.252
Nainital,29.421405,79.453487,29.377794,79.441,4.998,Hilly,0,0,0.169,0.349,0.12
Nainital,29.359664,79.386732,29.394553,79.460775,8.156,Highway,1,0,0.235,0.134,0.147
Nainital,29.380678,79.48522,29.388168,79.458358,2.733,Hilly,0,0,0.492,0.262,0.2
Nainital,29.431722,79.54007,29.305248,79.5015,14.551,Hilly,1,0,0.479,0.675,0.329
Nainital,29.41926,79.431768,29.411011,79.485324,5.268,Rural,0,0,0.276,0.71,0.225
Nainital,29.356848,79.476013,29.431642,79.461463,8.435,Rural,1,0,0.153,0.846,0.265
Nainital,29.435481,79.468513,29.317449,79.444355,13.332,Hilly,2,0,0.46,0.359,0.31
Nainital,29.376526,79.469001,29.372248,79.438464,2.997,Rural,1,0,0.314,0.084,0.161
Nainital,29.396594,79.44272,29.328103,79.515154,10.357,City,0,0,0.787,0.411,0.318
Nainital,29.386834,79.43609,29.395816,79.449575,1.644,City,0,0,0.629,0.885,0.366
Nainital,29.409274,79.494589,29.392831,79.467353,3.21,Hilly,1,0,0.459,0.521,0.292
Nainital,29.445121,79.554256,29.387806,79.441416,12.652,City,0,0,0.387,0.415,0.199
Nainital,29.418018,79.443975,29.389165,79.452211,3.306,Hilly,0,0,0.709,0.248,0.262
Nainital,29.39904,79.458934,29.374979,79.459967,2.677,Highway,0,0,0.587,0.679,0.312
Nainital,29.39793,79.451976,29.412629,79.446498,1.719,City,2,1,0.657,0.568,0.411
Nainital,29.346278,79.402748,29.393049,79.418286,5.414,City,2,1,0.559,0.127,0.293
Nainital,29.410338,79.494691,29.391582,79.453929,4.466,City,1,1,0.626,0.382,0.314
Nainital,29.38809,79.477708,29.385472,79.461493,1.598,City,1,0,0.152,0.48,0.192
Nainital,29.345791,79.409385,29.362711,79.43412,3.047,Rural,1,0,0.37,0.201,0.201
Nainital,29.398314,79.441741,29.306609,79.487523,11.121,Hilly,0,0,0.214,0.423,0.149
Nainital,29.400685,79.432004,29.385864,79.462331,3.369,Hilly,0,0,0.158,0.264,0.1
Nainital,29.359072,79.46506,29.348302,79.469607,1.276,Rural,0,0,0.217,0.595,0.184
Nainital,29.401457,79.466746,29.413439,79.483844,2.126,Highway,1,0,0.343,0.306,0.214
Nainital,29.420716,79.355384,29.371175,79.459834,11.521,Hilly,0,0,0.214,0.554,0.175
Nainital,29.439463,79.385391,29.366384,79.423122,8.91,Hilly,3,2,0.172,0.363,0.274
Nainital,29.418546,79.42919,29.398137,79.460416,3.781,City,1,1,0.241,0.583,0.239
Nainital,29.414521,79.477161,29.38939,79.466355,2.984,Hilly,0,0,0.451,0.464,0.228
Nainital,29.417346,79.514787,29.357538,79.489349,7.092,Highway,0,0,0.56,0.189,0.206
Nainital,29.385562,79.477502,29.370525,79.513651,3.881,City,2,1,0.61,0.4,0.363
Nainital,29.397224,79.473153,29.429848,79.513539,5.335,City,0,0,0.406,0.311,0.184
Nainital,29.432875,79.40842,29.441756,79.440995,3.305,Hilly,0,0,0.324,0.139,0.125
Nainital,29.452997,79.425063,29.424429,79.430734,3.224,Rural,2,0,0.206,0.216,0.205
Nainital,29.469949,79.383566,29.388132,79.454646,11.408,Hilly,1,1,0.306,0.311,0.204
Nainital,29.383437,79.41515,29.468072,79.400381,9.519,Hilly,0,0,0.27,0.53,0.187
Nainital,29.410939,79.466117,29.337851,79.490198,8.455,City,0,0,0.584,0.42,0.259
Nainital,29.374149,79.445191,29.437593,79.495798,8.591,Highway,0,0,0.316,0.427,0.18
Nainital,29.416265,79.445908,29.346641,79.480129,8.422,City,1,0,0.359,0.127,0.183
Nainital,29.408084,79.43828,29.442562,79.524474,9.186,Hilly,2,1,0.454,0.414,0.319
Nainital,29.421496,79.455236,29.359393,79.48816,7.607,City,1,0,0.287,0.037,0.143
Nainital,29.397416,79.457433,29.387483,79.451036,1.267,City,1,0,0.315,0.31,0.207
Nainital,29.354821,79.426742,29.371422,79.490947,6.49,Rural,0,0,0.297,0.655,0.22
Nainital,29.396157,79.452101,29.397917,79.440639,1.128,Rural,0,0,0.228,0.535,0.176
Nainital,29.381398,79.424735,29.400961,79.461229,4.151,Rural,0,0,0.383,0.324,0.18
Nainital,29.36732,79.45545,29.446663,79.420836,9.438,City,0,0,0.571,0.31,0.233
Nainital,29.396252,79.476429,29.335744,79.438772,7.654,Hilly,0,0,0.473,0.419,0.226
Nainital,29.418256,79.432774,29.398199,79.55022,11.593,Hilly,1,0,0.519,0.406,0.287
Nainital,29.35671,79.411573,29.346635,79.44933,3.827,Hilly,0,0,0.343,0.817,0.266
Nainital,29.459517,79.498832,29.384497,79.482169,8.497,Hilly,0,0,0.628,0.226,0.234
Nainital,29.360684,79.455954,29.353633,79.453606,0.816,City,0,0,0.187,0.728,0.202
Nainital,29.381273,79.457644,29.478612,79.494324,11.392,Highway,0,0,0.552,0.526,0.271
Nainital,29.348253,79.46393,29.395911,79.431572,6.157,City,1,0,0.464,0.61,0.311
Nainital,29.294864,79.362483,29.352101,79.451848,10.75,Hilly,1,0,0.414,0.338,0.242
Nainital,29.397712,79.439983,29.387316,79.46931,3.067,City,1,0,0.483,0.242,0.243
Nainital,29.449618,79.485036,29.314968,79.416498,16.379,Hilly,0,0,0.496,0.356,0.22
Nainital,29.388342,79.454481,29.41997,79.441321,3.741,City,0,0,0.499,0.248,0.199
Nainital,29.43968,79.411024,29.376736,79.525218,13.09,Hilly,0,0,0.131,0.318,0.103
Nainital,29.40766,79.404054,29.489524,79.527285,15.008,Hilly,0,0,0.547,0.287,0.221
Nainital,29.431226,79.440611,29.338197,79.528566,13.403,Hilly,0,0,0.339,0.411,0.184
Nainital,29.333043,79.373862,29.404645,79.463953,11.816,City,0,0,0.159,0.809,0.21
Nainital,29.389163,79.427673,29.37187,79.468993,4.441,Rural,0,0,0.468,0.431,0.227
Nainital,29.377602,79.463102,29.45653,79.519742,10.35,Rural,0,0,0.229,0.688,0.206
Nainital,29.386146,79.391881,29.411613,79.50835,11.633,City,1,0,0.449,0.557,0.296
Nainital,29.402346,79.478053,29.437175,79.396959,8.757,Rural,1,0,0.733,0.158,0.302
Nainital,29.383872,79.420615,29.377502,79.482189,6.008,City,2,2,0.403,0.726,0.366
Nainital,29.385935,79.450548,29.426048,79.417245,5.505,Hilly,1,0,0.749,0.535,0.382
Nainital,29.368498,79.47964,29.398874,79.421072,6.604,Rural,1,0,0.255,0.049,0.136
Nainital,29.44312,79.414159,29.398696,79.443951,5.721,Rural,2,0,0.655,0.271,0.351
Nainital,29.391333,79.448801,29.376002,79.443959,1.768,City,0,0,0.219,0.28,0.122
Nainital,29.367191,79.386629,29.29774,79.347423,8.607,Hilly,1,0,0.308,0.111,0.164
Nainital,29.397694,79.540308,29.381609,79.437493,10.12,City,1,0,0.282,0.304,0.196
Nainital,29.388068,79.411321,29.413945,79.371187,4.837,City,1,0,0.583,0.255,0.276
Nainital,29.456602,79.523017,29.388124,79.462464,9.611,Hilly,1,0,0.365,0.14,0.187
Nainital,29.370995,79.550176,29.406025,79.429945,12.283,Highway,2,1,0.389,0.438,0.304
Nainital,29.332114,79.481901,29.328525,79.38614,9.292,Hilly,1,0,0.441,0.253,0.233
Nainital,29.351759,79.516495,29.370313,79.411465,10.386,City,0,0,0.348,0.458,0.196
Nainital,29.405455,79.427434,29.387065,79.474628,5.009,Hilly,0,0,0.262,0.319,0.143
Nainital,29.385709,79.482282,29.376569,79.490662,1.301,City,0,0,0.306,0.582,0.208
Nainital,29.411936,79.443585,29.415426,79.469517,2.542,City,1,0,0.476,0.237,0.24
Nainital,29.406648,79.540006,29.334391,79.39744,15.982,Rural,2,2,0.454,0.404,0.317
Nainital,29.399695,79.401837,29.423514,79.436611,4.285,Hilly,0,0,0.631,0.433,0.276
Nainital,29.435158,79.509297,29.378448,79.467981,7.469,Highway,0,0,0.657,0.425,0.282
Nainital,29.378413,79.450542,29.408711,79.425212,4.168,Highway,1,1,0.338,0.326,0.217
Nainital,29.370319,79.380321,29.440088,79.442869,9.844,Rural,1,0,0.189,0.406,0.188
Nainital,29.377593,79.473777,29.408614,79.540621,7.337,City,1,0,0.374,0.119,0.186
Nainital,29.385062,79.48207,29.430651,79.422667,7.669,Hilly,1,0,0.55,0.19,0.253
Nainital,29.426926,79.389814,29.377571,79.437734,7.188,Hilly,0,0,0.714,0.737,0.362
Nainital,29.465785,79.52222,29.359057,79.397544,16.932,Highway,1,1,0.325,0.54,0.255
Nainital,29.394858,79.475163,29.471583,79.433625,9.432,City,0,0,0.579,0.339,0.241
Nainital,29.370369,79.444051,29.377504,79.453373,1.202,City,0,0,0.782,0.256,0.286
Nainital,29.401107,79.458468,29.419481,79.410142,5.107,Hilly,2,1,0.193,0.295,0.217
Nainital,29.386947,79.456631,29.368212,79.444765,2.379,City,2,2,0.405,0.567,0.335
Nainital,29.383208,79.470163,29.364453,79.460998,2.267,City,0,0,0.406,0.137,0.149
Nainital,29.385672,79.453497,29.469327,79.447353,9.321,Hilly,1,0,0.479,0.689,0.331
Nainital,29.439096,79.505646,29.383841,79.454531,7.891,City,2,2,0.371,0.407,0.293
Nainital,29.410266,79.400385,29.420877,79.405462,1.278,Highway,0,0,0.713,0.364,0.287
Nainital,29.375634,79.474654,29.465761,79.507016,10.5,Highway,1,0,0.293,0.257,0.189
Nainital,29.394578,79.451731,29.396834,79.423261,2.77,Highway,1,0,0.715,0.141,0.293
Nainital,29.427276,79.540754,29.351079,79.489366,9.827,Highway,1,0,0.417,0.337,0.243
Nainital,29.302942,79.411347,29.449841,79.488631,17.969,Hilly,0,0,0.285,0.141,0.114
Nainital,29.42071,79.422227,29.381428,79.454488,5.371,City,0,0,0.153,0.798,0.206
Nainital,29.377421,79.441149,29.425473,79.491594,7.241,City,0,0,0.338,0.468,0.195
Nainital,29.363964,79.465177,29.446697,79.47354,9.235,City,0,0,0.628,0.502,0.289
Nainital,29.427961,79.410359,29.387371,79.416331,4.55,City,1,0,0.416,0.534,0.282
Nainital,29.442451,79.420235,29.413189,79.454102,4.62,City,1,0,0.24,0.447,0.212
Nainital,29.429851,79.444187,29.393263,79.445843,4.071,City,0,0,0.22,0.509,0.168
Nainital,29.369873,79.475161,29.360164,79.398623,7.495,Hilly,1,0,0.606,0.668,0.365
Nainital,29.349518,79.429379,29.374156,79.433394,2.767,City,1,1,0.289,0.289,0.195
Nainital,29.386605,79.446049,29.350633,79.42534,4.475,Hilly,1,0,0.308,0.675,0.277
Nainital,29.39041,79.452135,29.323348,79.47729,7.845,City,0,0,0.274,0.232,0.129
Nainital,29.376127,79.518863,29.409904,79.461422,6.714,Rural,0,0,0.215,0.203,0.105
Nainital,29.386344,79.446238,29.447134,79.443681,6.764,City,0,0,0.38,0.653,0.244
Nainital,29.346483,79.416048,29.436034,79.443731,10.312,Highway,1,0,0.204,0.697,0.251
Nainital,29.379643,79.453415,29.44594,79.385123,9.905,Hilly,1,0,0.474,0.19,0.23
Nainital,29.406365,79.455076,29.39284,79.446863,1.701,Rural,1,0,0.335,0.087,0.168
Nainital,29.442729,79.403924,29.404968,79.431939,4.999,Rural,0,0,0.249,0.544,0.184
Nainital,29.398024,79.441023,29.378514,79.466545,3.289,City,1,0,0.305,0.765,0.294
Nainital,29.463353,79.535051,29.419734,79.45293,9.315,City,0,0,0.239,0.257,0.123
Nainital,29.386251,79.424878,29.405848,79.497056,7.324,Rural,1,0,0.478,0.374,0.268
Nainital,29.35394,79.448056,29.391112,79.465459,4.464,City,0,0,0.516,0.866,0.328
Nainital,29.451327,79.400804,29.355814,79.452887,11.758,Hilly,0,0,0.626,0.64,0.316
Nainital,29.411365,79.509464,29.315986,79.391301,15.608,City,0,0,0.482,0.524,0.249
Nainital,29.312476,79.397653,29.416324,79.511395,15.964,City,1,1,0.15,0.521,0.199
Nainital,29.354777,79.490653,29.386947,79.463112,4.463,Hilly,0,0,0.173,0.322,0.116
Nainital,29.41808,79.401272,29.469966,79.540601,14.673,Highway,0,0,0.479,0.176,0.179
Nainital,29.294871,79.366794,29.38281,79.451815,12.788,Hilly,0,0,0.494,0.195,0.187
Nainital,29.316522,79.408599,29.385023,79.445949,8.433,City,1,0,0.605,0.253,0.282
Nainital,29.399004,79.422231,29.395177,79.412202,1.061,Hilly,1,0,0.218,0.127,0.141
Nainital,29.418697,79.47733,29.403699,79.449899,3.137,City,1,0,0.332,0.078,0.165
Nainital,29.4118,79.406825,29.403376,79.462015,5.428,City,1,0,0.241,0.547,0.232
Nainital,29.402371,79.475018,29.366006,79.438897,5.348,City,0,0,0.273,0.255,0.133
Nainital,29.307064,79.511155,29.36259,79.486201,6.631,Hilly,0,0,0.254,0.751,0.226
Nainital,29.422418,79.442108,29.361426,79.430962,6.867,Hilly,1,0,0.242,0.228,0.168
Nainital,29.457192,79.552083,29.386492,79.538654,7.968,Hilly,0,0,0.191,0.645,0.186
Nainital,29.401771,79.453479,29.482026,79.420515,9.478,Hilly,0,0,0.499,0.384,0.227
Nainital,29.378021,79.481192,29.420212,79.442563,6.001,Highway,0,0,0.338,0.485,0.198
Nainital,29.361201,79.487936,29.365207,79.468982,1.89,City,0,0,0.425,0.878,0.303
Nainital,29.381115,79.45397,29.335983,79.522066,8.291,Highway,0,0,0.459,0.563,0.25
Nainital,29.420017,79.479307,29.467879,79.47503,5.338,Hilly,2,1,0.253,0.284,0.233
Nainital,29.38295,79.443526,29.392948,79.434701,1.403,City,0,0,0.4,0.412,0.202
Nainital,29.380522,79.393984,29.368999,79.459568,6.483,Hilly,0,0,0.69,0.015,0.21
Nainital,29.348873,79.43273,29.440005,79.41985,10.21,Hilly,2,2,0.481,0.221,0.289
Nainital,29.344817,79.406665,29.459564,79.546392,18.601,Highway,0,0,0.179,0.476,0.149
Nainital,29.397833,79.356409,29.450952,79.416355,8.282,City,1,1,0.55,0.374,0.29
Nainital,29.412971,79.439177,29.401513,79.44987,1.642,Hilly,0,0,0.529,0.548,0.268
Nainital,29.41341,79.423739,29.337911,79.435156,8.468,Rural,0,0,0.847,0.298,0.314
Nainital,29.413074,79.481771,29.364669,79.459202,5.81,City,2,1,0.273,0.852,0.352
Nainital,29.433324,79.455378,29.433642,79.405643,4.817,Highway,0,0,0.497,0.296,0.208
Nainital,29.446176,79.3795,29.32588,79.375429,13.382,Rural,0,0,0.748,0.459,0.316
Nainital,29.409797,79.479868,29.466486,79.36276,12.975,Highway,1,0,0.229,0.135,0.146
Nainital,29.39135,79.422048,29.352322,79.462504,5.848,City,1,0,0.203,0.505,0.212
Nainital,29.401467,79.523676,29.412743,79.473189,5.049,Hilly,0,0,0.295,0.12,0.112
Nainital,29.406484,79.428023,29.404496,79.546121,11.442,Highway,0,0,0.204,0.475,0.156
Nainital,29.453491,79.439355,29.369296,79.536931,13.303,Highway,1,1,0.249,0.206,0.166
Nainital,29.322439,79.393784,29.369032,79.444968,7.173,Hilly,0,0,0.541,0.666,0.296
Nainital,29.358924,79.540804,29.36427,79.432187,10.543,City,0,0,0.787,0.397,0.316
Nainital,29.396524,79.501175,29.424874,79.423703,8.14,City,0,0,0.212,0.609,0.185
Nainital,29.372745,79.433694,29.409426,79.471567,5.486,City,0,0,0.345,0.44,0.191
Nainital,29.3745,79.491264,29.401933,79.434888,6.256,Highway,0,0,0.603,0.225,0.226
Nainital,29.422642,79.476003,29.403204,79.492253,2.674,Highway,0,0,0.364,0.402,0.19
Nainital,29.390046,79.449717,29.308119,79.340418,13.972,City,1,0,0.117,0.509,0.187
Nainital,29.35144,79.406245,29.433277,79.488437,12.092,Rural,1,0,0.211,0.171,0.147
Nainital,29.389755,79.439419,29.435244,79.436712,5.065,Hilly,1,1,0.418,0.219,0.219
Nainital,29.403918,79.425534,29.397455,79.470497,4.415,City,2,0,0.259,0.536,0.285
Nainital,29.379776,79.514562,29.37296,79.444595,6.822,Rural,0,0,0.424,0.367,0.201
Nainital,29.345371,79.467547,29.394013,79.439988,6.032,Highway,1,1,0.651,0.071,0.26
Nainital,29.432526,79.435625,29.411078,79.48663,5.486,Highway,1,0,0.545,0.255,0.265
Nainital,29.37406,79.426613,29.325016,79.384123,6.834,City,0,0,0.227,0.672,0.202
Nainital,29.373915,79.488024,29.417049,79.474659,4.968,Hilly,1,0,0.293,0.227,0.183
Nainital,29.387009,79.389285,29.482528,79.524057,16.827,Hilly,2,0,0.246,0.351,0.244
Nainital,29.336532,79.427592,29.389484,79.473725,7.393,Hilly,1,0,0.229,0.441,0.207
Nainital,29.377904,79.442288,29.401698,79.442818,2.646,City,1,0,0.437,0.207,0.223
Nainital,29.394637,79.4543,29.380762,79.421776,3.509,Hilly,1,0,0.545,0.608,0.335
Nainital,29.399171,79.373405,29.383442,79.456072,8.198,City,0,0,0.367,0.191,0.148
Nainital,29.39323,79.456221,29.368224,79.405971,5.607,City,0,0,0.459,0.671,0.272
Nainital,29.329657,79.529842,29.363163,79.438695,9.588,Hilly,0,0,0.128,0.602,0.159
Nainital,29.478525,79.443797,29.367881,79.438111,12.315,Hilly,1,0,0.537,0.642,0.34
Nainital,29.434097,79.422394,29.38241,79.462611,6.943,City,0,0,0.25,0.458,0.167
Nainital,29.402384,79.454248,29.35592,79.44564,5.233,City,0,0,0.175,0.748,0.202
Nainital,29.436237,79.450995,29.428758,79.425515,2.604,City,0,0,0.156,0.559,0.159
Nainital,29.357663,79.416718,29.405732,79.416413,5.345,Hilly,0,0,0.43,0.252,0.179
Nainital,29.344055,79.345146,29.379269,79.457199,11.544,Highway,1,0,0.282,0.153,0.165
Almora,29.609626,79.676115,29.571154,79.696097,4.694,City,1,0,0.099,0.766,0.233
Almora,29.508698,79.712881,29.60996,79.583608,16.826,Hilly,0,0,0.385,0.395,0.194
Almora,29.554307,79.694269,29.593431,79.668544,5.011,Rural,1,0,0.375,0.754,0.313
Almora,29.588383,79.674944,29.683026,79.628657,11.435,Hilly,0,0,0.41,0.787,0.28
Almora,29.640726,79.635226,29.630462,79.634758,1.142,Rural,1,0,0.165,0.136,0.127
Almora,29.609873,79.64578,29.637183,79.689499,5.204,City,1,0,0.245,0.235,0.171
Almora,29.547432,79.638015,29.631629,79.641633,9.369,Highway,2,1,0.084,0.126,0.15
Almora,29.590607,79.645769,29.577705,79.619551,2.913,Hilly,2,1,0.279,0.464,0.277
Almora,29.61775,79.673082,29.521016,79.726766,11.944,Rural,1,1,0.341,0.564,0.265
Almora,29.582912,79.573485,29.581445,79.670419,9.375,Hilly,1,0,0.116,0.676,0.22
Almora,29.603165,79.656926,29.613509,79.639438,2.045,Highway,1,1,0.392,0.387,0.245
Almora,29.648771,79.690031,29.61268,79.70691,4.332,City,0,0,0.208,0.244,0.111
Almora,29.596847,79.643442,29.560536,79.694414,6.372,Rural,0,0,0.326,0.723,0.242
Almora,29.616535,79.630091,29.583308,79.696265,7.388,City,2,0,0.513,0.932,0.44
Almora,29.517897,79.695402,29.616691,79.723849,11.325,City,0,0,0.517,0.164,0.188
Almora,29.53098,79.728776,29.637304,79.688054,12.461,Highway,1,0,0.323,0.095,0.166
Almora,29.498224,79.770159,29.590033,79.648619,15.571,Highway,0,0,0.363,0.228,0.155
Almora,29.544465,79.692797,29.651624,79.717471,12.152,City,0,0,0.172,0.037,0.059
Almora,29.628827,79.665532,29.58114,79.636286,6.009,Hilly,0,0,0.682,0.753,0.355
Almora,29.546151,79.630006,29.592684,79.653526,5.652,Rural,2,2,0.555,0.431,0.353
Almora,29.59288,79.688901,29.582879,79.619512,6.801,Highway,0,0,0.041,0.016,0.015
Almora,29.644847,79.718106,29.615992,79.639042,8.288,City,1,1,0.248,0.844,0.293
Almora,29.651899,79.718874,29.551207,79.698971,11.361,City,0,0,0.131,0.665,0.172
Almora,29.610405,79.617381,29.585202,79.568005,5.536,Rural,0,0,0.128,0.637,0.166
Almora,29.588379,79.660451,29.608145,79.668247,2.323,City,0,0,0.39,0.186,0.154
Almora,29.542513,79.70685,29.556456,79.633428,7.269,City,2,2,0.475,0.696,0.382
Almora,29.632528,79.675417,29.555502,79.686098,8.627,Highway,0,0,0.459,0.718,0.281
Almora,29.587509,79.672823,29.540753,79.705947,6.107,Highway,0,0,0.114,0.519,0.138
Almora,29.550554,79.620158,29.607306,79.637085,6.519,City,0,0,0.527,0.64,0.286
Almora,29.67218,79.646645,29.574644,79.65381,10.868,City,0,0,0.196,0.555,0.17
Almora,29.60079,79.669925,29.618821,79.72952,6.1,Hilly,0,0,0.53,0.254,0.21
Almora,29.59351,79.627456,29.511948,79.710517,12.116,City,1,0,0.186,0.303,0.166
Almora,29.593462,79.630288,29.591304,79.656423,2.538,City,1,0,0.05,0.068,0.079
Almora,29.567285,79.629085,29.579835,79.696622,6.679,Hilly,2,0,0.497,0.299,0.309
Almora,29.547954,79.544968,29.648992,79.550755,11.249,Hilly,0,0,0.371,0.119,0.135
Almora,29.508974,79.559162,29.598262,79.713061,17.893,Hilly,0,0,0.288,0.576,0.202
Almora,29.617957,79.627501,29.606949,79.644994,2.088,Hilly,0,0,0.266,0.313,0.142
Almora,29.6301,79.692953,29.591814,79.662003,5.203,Rural,0,0,0.18,0.579,0.17
Almora,29.585302,79.670077,29.582505,79.630388,3.85,City,0,0,0.289,0.66,0.219
